label,text
0,"Effective today, my administration officially declared the #OpioidCrisis a NATIONAL PUBLIC HEALTH EMERGENCY under f… https://t.co/0DF0lnfKJG"
0,@SenateMajLdr @SenateGOP ...and Appeals Court Judges at a record clip! Our courts are rapidly changing for the better!
0,"The reason Flake and Corker dropped out of the Senate race is very simple, they had zero chance of being elected. Now act so hurt &amp; wounded!"
1,"RT @FP_Champagne: Beaucoup d'énergie avec la délégation de notre #MissionCommercialeEnInde. Soyez ambitieux, créez des liens, signez des en…"
0,Thank you @foxandfriends. Really great job and show!
0,Getting ready to land in Hawaii. Looking so much forward to meeting with our great Military/Veterans at Pearl Harbor!
1,"Thanks for having me and congratulations on your first year in Winnipeg, too! https://t.co/z2oVh8sXNz"
1,"Où que nous soyons, nous sommes unis, coquelicots près du cœur, pour nous souvenir. #NoublionsJamais https://t.co/mn5ZvVXgmh"
1,Police work in harm's way to protect us all. My deepest sympathies to the family of the @AbbyPoliceDept officer killed in the line of duty.
0,"The terrorist came into our country through what is called the ""Diversity Visa Lottery Program,"" a Chuck Schumer beauty. I want merit based."
0,Big news - Budget just passed!
1,"RT @SeamusORegan: Aujourd'hui nous rendons aux hommes et femmes des Premières Nations, Métis et Inuit qui ont servi le Canada avec fierté e…"
0,Thank you! https://t.co/TD0rYcWN8C
0,It is finally happening for our great clean coal miners! https://t.co/suAnjs6Ccz
0,RT @IvankaTrump: Touched by the warm hospitality of Prime Minister Abe and the Japanese people. ありがとうございます [Thank you]! Until next time 🇯🇵…
1,"On the TPP trade deal: We've been working hard on it this week in Asia, and we're going to keep negotiating until w… https://t.co/eZKVL99H3D"
0,"Great mtg w/ @Cabinet today. Tomorrow, I will be announcing the new head of the Fed. I think you will be extremely… https://t.co/dKtJBjGlYe"
1,Merci de m’avoir reçu et félicitations pour votre première année à Winnipeg! https://t.co/z2oVh8sXNz
1,RT @RalphGoodale: More excellent work by @rcmpgrcpolice + multiple law enforcement partners in Canada+US in efforts to get fentanyl off our…
0,Just interviewed by @LouDobbs. Will be aired tonight at 7pmE on @FoxBusiness. #Dobbs
0,#USA🇺🇸 #Japan🇯🇵 https://t.co/EvxFqAVnFS
1,My thanks to Cardinal @gclacroix for the meeting in Ottawa this morning - it was nice to see you again. https://t.co/eThGAThNpA
1,Canada stands in solidarity with our neighbours during this difficult time. Full statement: https://t.co/Vt2UtBTXSv
1,"Des nouvelles tragiques de l’Iran et de l’Irak, aujourd’hui. Les Canadiens offrent leurs condoléances aux familles… https://t.co/xEzMqvx1ax"
1,Ending a busy day at the People’s Committee HQ – thanks to Chairman Nguyễn Thành Phong for the meeting today. https://t.co/Y6bMHoaEpD
1,Visit to Ho Chi Minh’s stilt house near the Presidential Palace earlier today. https://t.co/8l1mrGVXy2
1,"Aujourd’hui, nous nous arrêtons un moment pour nous souvenir des Canadiens qui ont servi notre pays :… https://t.co/Uo52We1AQb"
1,"RT @SeamusORegan: Today, and everyday, we remember.

Aujourd'hui, comme toujours, nous nous souviendrons. 

#CanadaRemembers #RemembranceDa…"
1,RT @jyduclos: New parents: Our government is introducing more flexible #maternity and parental benefits! https://t.co/vFPmsvSlgC https://t.…
1,RT @yuchengcomuseum: Canadian PM Justin Trudeau is welcomed to the Yuchengco Museum by Ms Helen Dee and Ms Yvonne Yuchengco. @JustinTrudeau…
0,"Just took off for ceremony @ Pearl Harbor. Will then be heading to Japan, SKorea, China, Vietnam &amp; the Philippines. Will never let you down!"
0,"When will all the haters and fools out there realize that having a good relationship with Russia is a good thing, n… https://t.co/tPCd8nSwY3"
0,"Happy to announce, I am nominating Alex Azar to be the next HHS Secretary. He will be a star for better healthcare and lower drug prices!"
0,"Just landed in the Philippines after a great day of meetings and events in Hanoi, Vietnam! https://t.co/YxHRNhhPWo"
1,RT @AsiaPacificFdn: Our PM @JustinTrudeau is at his welcoming gala in Vietnam for #APEC2017! Photo by our CEO @Stewartbeck https://t.co/IG0…
1,"Bienvenue à Ottawa @USAmbCanada Craft, juste à temps pour l’hiver! Que la relation 🇨🇦 🇺🇸 soit chaleureuse peu impor… https://t.co/FVsHpQPlr5"
0,Very little reporting about the GREAT GDP numbers announced yesterday (3.0 despite the big hurricane hits). Best consecutive Q's in years!
0,"Franklin, such a great photo. 

HAPPY 99th BIRTHDAY to your father, @BillyGraham! https://t.co/l0c7RvvOa1"
1,RT @VeteransFR_CA: RT pour rendre hommage aux vétérans canadiens. Vous recevrez un rappel le 11/11 et serez ajouté à une mosaïque #Lecanada…
0,"I am leaving China for #APEC2017 in Vietnam. @FLOTUS Melania is staying behind to see the zoo, and of course, the G… https://t.co/j2kDjWvnsj"
1,Kicking off the 31st #ASEAN Summit in the Philippines today. https://t.co/2DOUQXtX3n
1,Voici les détails à propos du nouveau comité parlementaire chargé de la sécurité nationale et du renseignement : https://t.co/4RzkIXk3wr
1,"We’re focused on a variety of issues, including trade &amp; advancing human rights. My thanks to President Trần Đại Qua… https://t.co/dQVKrjXfi3"
0,"On behalf of @FLOTUS Melania and I, THANK YOU for an unforgettable afternoon and evening at the Forbidden City in B… https://t.co/Q9H0MPdIvU"
0,....This is real collusion and dishonesty. Major violation of Campaign Finance Laws and Money Laundering - where is our Justice Department?
0,"We must not allow ISIS to return, or enter, our country after defeating them in the Middle East and elsewhere. Enough!"
0,"“Presidential Proclamation Commemorating the 50th Anniversary of the Vietnam War” 
➡️https://t.co/hgUQP9leqK 
➡️… https://t.co/xZ8AWnxDEA"
0,Stock Market just hit another record high! Jobs looking very good.
1,Merci à tous les vétérans autochtones qui ont servi leur pays et qui continuent de le servir avec fierté.… https://t.co/hvaetHTdFi
0,"All of this ""Russia"" talk right when the Republicans are making their big push for historic Tax Cuts &amp; Reform. Is this coincidental? NOT!"
0,"Spoke to President Xi of China to congratulate him on his extraordinary elevation. Also discussed NoKo &amp; trade, two very important subjects!"
1,RT @PMcanadien: En direct: le PM Trudeau souligne le 150e anniversaire de la 1re séance de la Chambre des communes. #polcan https://t.co/I4…
1,"Visite de la maison sur pilotis de Hô Chi Minh, près du Palais présidentiel, plus tôt aujourd’hui. https://t.co/MaYrrsccdS"
1,How do we build a better country &amp; future for our children? The answer is simple: by investing in Canadians. More f… https://t.co/ARFuFYNUhV
1,RT @Carolyn_Bennett: .@ITK_CanadaInuit &amp; parmi d’autres disent que les solutions doivent provenir du Nord. Ns sommes d’accord! Regardez: ht…
0,"...addresses of any mentioned person who is still living. I am doing this for reasons of full disclosure, transparency and..."
0,MAKE AMERICA GREAT AGAIN! https://t.co/CbEwJSQ1A3
1,Le premier ministre @TurnbullMalcolm et moi avons parlé du #TPP et des avantages de conclure un accord qui soit équ… https://t.co/CAS9EJw5K5
1,RT @NANComms: Meegwetch @JustinTrudeau @janephilpott @Carolyn_Bennett for meeting with NAN youth! @gcfiddler @DGCAnnaBetty https://t.co/spt…
1,#TBT to a backpacking trip in Vietnam many years ago… my thanks to the Canadian Embassy for pulling out the old gue… https://t.co/hnKgkdTZik
0,"Throughout my travels, I've had the pleasure of sharing the good news from America. I've had the honor of sharing o… https://t.co/eGkJAZaPuU"
